Time Step,T1,T2,T3,T4,T5,T6,T7,T8,T9,Tf_ghe1,Tf_ghe2,Tf_ghe3,T_ghe1_ext,T_ghe2_ext,T_ghe3_ext,q_ghe1,q_ghe2,q_ghe3
Units,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,W/m,W/m
14,5.4846352641092375,5.7544331753889555,5.198197123644999,4.341217001680232,4.329261390544532,3.7282558909570316,3.565007251494655,4.946129352282755,5.278137621944957,4.946129352282756,5.568644857899383,5.720632569439843,6.327251453070856,6.191160363516009,6.163127516934731,3.660900139504876,1.6500837254399352,1.172908473544711
15,5.4987261075059894,5.801866564138261,5.234716930397035,4.396227056271762,4.386933651417742,3.7710606512186065,3.6253171954710517,4.971219211116756,5.2964648663679785,4.971219211116755,5.581054814712799,5.729881811663718,6.317121226762459,6.190890418308844,6.163298756959456,3.4996423381979818,1.5857071858692053,1.1269797312263548
16,5.477882057146458,5.761174031542139,5.243411019829017,4.322937463257636,4.316013406709997,3.7498256745254688,3.5978630510176544,4.937706895808407,5.270187759530267,4.937706895808407,5.561108515286895,5.715246968707819,6.277550740599161,6.1845101347653815,6.160306177885372,3.815780242718293,1.7754035980633953,1.2674970623048614
17,5.464155900452676,5.730230775190601,5.218653135646899,4.285704501808106,4.279070824523204,3.7282830986063065,3.5531962768979897,4.913893298900122,5.252426946901059,4.913893298900123,5.5486438889018785,5.70613184736881,6.274590320902255,6.183394478903634,6.15983674783656,3.921023941310083,1.8291156810907503,1.3074091794558027
18,5.374948902807702,5.1894159346488005,4.8389124461336595,3.945283681350502,3.9396936214759926,3.516401626121673,3.3262713903348304,4.765738856588856,5.139088751437495,4.765738856588854,5.4657699094300565,5.64450336151651,6.205206322842882,6.165800962271258,6.149917971595525,5.036169473545471,2.449152274366587,1.7682606175099471
19,5.336858566006853,4.953482699424677,4.745721604781352,3.9023027954332368,3.896937317127504,3.498197435700714,3.2786398665713983,4.712349954448473,5.09389332372152,4.712349954448472,5.427743771835436,5.61453312861866,6.146060042325546,6.1431375892224,6.135172933515801,5.104150446026727,2.5468731112210117,1.8535294651653818
20,5.288576907926345,4.933031150319669,4.739814241516582,3.8342845197773747,3.8291887683173877,3.443559396490798,3.2487917749051545,4.649828090624252,5.038289032422922,4.649828090624252,5.3781923564967595,5.574620194215971,6.05086440634335,6.106556622369266,6.110951356009019,5.362844185665941,2.7880105779244997,2.0529521043407315
21,5.231269914031693,4.711413956028567,4.529686616568522,3.705213839074433,3.700507536578821,3.3197513477635052,3.151734789271053,4.568896373153162,4.9703975403897145,4.568896373153163,5.3217110617216985,5.529409769622527,5.986057957035273,6.074525750290235,6.088421998855338,5.754471949182884,3.0568504379249837,2.2699036079981734
22,5.177289168782144,4.6837765331369186,4.5130602634407815,3.632841932913756,3.62666517290699,3.2502363866304202,3.1214404237684925,4.5033831410109935,4.909954578398262,4.5033831410109935,5.265704586112121,5.482814414935152,5.885325858253494,6.028026031213248,6.055674251472044,5.972595136105393,3.2946643144839345,2.475833354509422
23,5.142250286767808,4.592126002415859,4.423062144532955,3.599491502611676,3.595104455673135,3.190800926387075,3.079747094585076,4.460429680225129,4.870844870043604,4.460429680225129,5.229958161134768,5.452427905881183,5.841112265865182,5.999486642044407,6.034010941718762,6.028020706555625,3.3597393531672504,2.5391749117956786
24,5.08937997997376,4.546820287327233,4.388176659530622,3.52104116035342,3.516847898078611,3.10573334231096,3.0476788574411535,4.398289836407901,4.812553963452617,4.398289836407901,5.175035074616742,5.405752570283638,5.748900815374649,5.951780312825583,5.998951177114659,6.281791996215654,3.612699805099872,2.7590107874053715
25,5.083102676416977,4.520295692973431,4.3552942125735035,3.533992547552957,3.529197217736387,3.070640841300354,3.0522388222392642,4.396903854472036,4.807947743760685,4.396903854472036,5.167611146888254,5.397565456595599,5.741568886704808,5.938318439304473,5.987183169430512,6.018302659831905,3.4494462462510422,2.63894558449713
26,5.0368168449632424,4.494774038688795,4.3397304770064515,3.4773607892414313,3.4727466850835516,3.0240702521933223,3.014291689357657,4.341536037341461,4.756727868059056,4.34153603734146,5.120020719936951,5.35691853285374,5.668780385325266,5.898505402532441,5.957109197648425,6.3181847155256525,3.7058813098864882,2.857134400660658
27,5.019973695500965,4.4563190332658165,4.299073467682783,3.4762496580112594,3.471678151154548,3.0025409177807836,2.998346071330217,4.324165588654208,4.739272413588052,4.324165588654208,5.102490885405167,5.3407751605442915,5.649985105978199,5.880816182156126,5.942277907500531,6.2248573888203715,3.6543163764589908,2.824116533103739
28,4.965411938469506,4.4238357078574255,4.277007304470109,3.4109678986343344,3.406596167037492,2.954186860720508,2.9502723120568155,4.258802684813873,4.67893255323594,4.258802684813873,5.04654618810525,5.29281695016501,5.567333057570932,5.834289691396627,5.90670134709408,6.58146254044734,3.9620817875776635,3.087629639074407
29,4.9677307699049615,4.485795147845899,4.3312282262365445,3.460469708292262,3.4559873072891323,2.9668081110313302,2.9570714294286504,4.266854647545211,4.683633728403269,4.266854647545211,5.048315424154072,5.292413103049755,5.5766378656617706,5.829776200762933,5.9011924776962426,6.260113071284175,3.7349942759074666,2.909662964099396
30,3.3523632005673734,1.7318921876253468,1.6903072656232292,1.4270534011101224,1.4254011656610062,1.292214919245555,1.2779035360485056,2.452817860155415,2.961077539580769,2.452817860155415,3.4058047590779528,3.7995468131234933,3.6277321842623245,4.358791658000491,4.638016086666217,20.48420132330343,16.61497787154698,14.618404976642614
31,3.278353332124215,2.611681627284474,2.5640466346209934,1.6154491224628742,1.6137154176291888,1.4646750311743049,1.4095823698322356,2.4556918229830096,2.9176701085298022,2.4556918229830096,3.3219011083832455,3.6905627305178283,3.5018012761337842,4.188110393783481,4.463455352505854,16.00997319465356,13.256727007340235,11.828580769540517
32,3.8071986619319125,3.323357239597801,3.1826936868422746,2.2255414395240782,2.219307514900878,1.9490065979015165,1.847483830636699,3.010278855193471,3.4659394068578373,3.0102788551934707,3.8646423895641586,4.197209239159427,4.173073879750243,4.719005923934846,4.928479071461018,10.300769497481966,7.5684894145131265,6.478047999794485
33,4.190317714979016,3.741012163663278,3.488884150451962,2.7015791759609793,2.6859410729409507,2.2962362237253324,2.153003770826503,3.4213079236861175,3.8677136792113807,3.4213079236861175,4.258318715295987,4.559008041570598,4.689612076545732,5.0953295069058555,5.250302403929815,7.667170908063354,5.059909940921408,4.179022840884347
34,4.539767391098718,4.476170081474102,4.074998327750274,3.408231627506053,3.3844440802581515,2.901173460940149,2.7256137971025867,3.8715077336877854,4.261534843638299,3.8715077336877854,4.602808564845,4.857747445339197,5.017401670272984,5.334109396002214,5.453960047040096,4.974420970043359,3.174637786075858,2.5882085364229033
35,4.756968012473467,4.95727011185123,4.368589992238428,3.7362170408901907,3.706057495833847,3.1678750876447275,2.9704183488991256,4.136691234777889,4.501951640454535,4.136691234777889,4.8215544954216,5.048415294780818,5.302964120656652,5.506417756065311,5.5948789491071,4.0859317160482,2.399356575722719,1.9144860554628935
36,4.941088175322128,5.490981011400821,4.71172859814525,4.111830891326039,4.0668155029050395,3.450298267287188,3.250252279282057,4.3775848570104,4.711418461292949,4.3775848570104,5.00352286504018,5.203567848498333,5.504917434738743,5.629460873069959,5.695717235703718,3.1468233064643627,1.747236220245767,1.3737801891974202
37,5.097394578942846,5.956703213126637,5.269931561330068,4.7381409441097855,4.683265106194992,4.109683145690758,3.932074217792494,4.643350759463039,4.908588160882391,4.64335075946304,5.140670887124323,5.313173342440511,5.354627301133584,5.637991014785607,5.717758523998632,1.957146660100292,1.3684247544097532,1.1132555207750903
38,5.271430973177087,6.6505596994074345,5.764351631311099,5.615130872305051,5.556557150458963,4.972429674360037,4.795645013883356,4.963158736951144,5.136316078194162,4.963158736951144,5.287828751781802,5.425847996014715,5.130672460018931,5.612498766612461,5.715379913835268,0.4140979605110478,0.80259210122183,0.7157298785832977
39,5.419253711547407,7.165748563527283,6.3201274330847035,6.241355393408816,6.202568053380908,5.6538447282519915,5.498421141510374,5.2414735966785315,5.332426575586644,5.2414735966785315,5.412010432131244,5.518484724073993,4.98452605184669,5.582547267583957,5.704542872561341,-0.635206598604307,0.4215884734588672,0.4599591084655414
40,5.510459415834676,7.296571198904369,6.564675083449466,6.339067288929632,6.304985974685854,5.8000514710515345,5.6381001451034125,5.38832133942446,5.446546345218721,5.38832133942446,5.497493225288699,5.583502925110052,5.138542533745507,5.606665111152939,5.720459505001384,-0.6774216806882232,0.2960835776479504,0.37143806608854646
41,5.537803094529987,7.074468651144629,6.432820676728413,6.115507248123016,6.070054681134821,5.494074656415254,5.299917688271534,5.379555206347403,5.464325510932149,5.379555206347402,5.538499527443799,5.621777475784658,5.459192724423272,5.697443848540195,5.779229440637168,0.20966334232364986,0.4184560042753389,0.4145270471004986
42,5.580752187682546,7.056735824830515,6.644379148556309,6.2374940815241215,6.209194177334798,5.63313424304404,5.380536406794285,5.4350615365855655,5.51315099533764,5.435061536585565,5.581479271745706,5.65801069321958,5.489586666376845,5.727897006905847,5.8028703911015205,0.14580385094615525,0.391530835687746,0.38736453959732065
43,5.427889065456348,5.44973619599625,5.074886548068845,4.222033061304932,4.196399261677679,3.553842728274131,3.227339424495893,4.972908604193403,5.2563560630455175,4.972908604193404,5.5043725895411155,5.623926782497296,6.718477783890914,6.035836574888827,5.991497501949076,4.189257469611488,1.2754805116536332,0.882146866468321
44,5.391827260749849,5.548201937619671,5.209188363197628,4.365597514937561,4.347870919136948,3.721537401105575,3.4396244458135183,4.9008815583198135,5.204530980589803,4.9008815583198135,5.470224225076043,5.605880152361333,6.362138670826108,6.039566891832273,6.007229324132863,3.878563894241906,1.5111864242320998,1.065287137557214
45,5.317670315836117,5.226760695304731,4.9326018156454525,4.040512752222525,4.02359238559929,3.434177861683997,3.2100363442500255,4.754023125036085,5.1017553508274665,4.754023125036086,5.406021048394921,5.564430275846002,6.298009905822145,6.058018971753756,6.027105200864538,4.711737195205258,1.9896821040931474,1.4119309055151217
46,5.298108124212471,5.185038030616619,4.942381584717101,4.0328337317568925,4.023445286277287,3.4112918850683323,3.2331239748167864,4.716974344543005,5.074026869523243,4.716974344543006,5.38644782888095,5.554200986714443,6.200824714269225,6.055921313218895,6.034375103905643,4.649344958006427,2.0976597320253485,1.504528459389073
47,5.423215312305622,5.069927057992206,4.674618372252374,4.630723025686361,4.618926367441976,3.5121284647240554,3.2525365760159444,4.897168183774669,5.223883872075905,4.89716818377467,5.509760099339486,5.651022672568158,6.541799791533395,6.122352014904301,6.07816147306041,3.083960396472797,1.148712695225333,0.8009569670804073
48,5.425554866659887,5.036048785938135,4.705520874065117,4.427125116517365,4.41731478460206,3.4246581199050636,3.303679921612564,4.883940273294261,5.2203544545263,4.883940273294261,5.514716863104335,5.660069623383986,6.464200624975958,6.145493452914408,6.099784792241674,3.540889483089468,1.413381149922954,0.985269810323449
49,5.407378827615859,4.993483756038069,4.698775070839946,4.29662951504536,4.287995663866855,3.3545149814379753,3.3216792552563654,4.84854510152817,5.194672174907384,4.84854510152817,5.497533364114195,5.6504721449969715,6.375410947799976,6.146521626700219,6.1062721150865595,3.84300440058206,1.63345375439108,1.1472136174350165
50,5.377974026923813,4.9674057388723405,4.699346473373268,4.202626757967194,4.194670255144593,3.3252411140640046,3.3083720659350173,4.800355227720414,5.156797477137469,4.800355227720413,5.468684445377395,5.630747226679638,6.292338389505811,6.137013663034376,6.104696976221806,4.131202498259361,1.850559312170965,1.3123354468792838
51,5.352755083210029,4.911603986605512,4.6565118285247635,4.143068306985128,4.135615642576365,3.295575221390703,3.288785472845149,4.761508601463011,5.125248402812901,4.761508601463012,5.443520728994054,5.612762717949603,6.2342317300808725,6.125532856525096,6.100277033086305,4.283402037010658,1.9836261681271248,1.4179310217584407
52,5.312608830530712,4.86862374261271,4.635033803034516,4.046944705422827,4.040007853015996,3.262806618866138,3.2565837392552828,4.702855873094115,5.0764040644285195,4.702855873094116,5.403258731846125,5.582557134647505,6.149128006932946,6.103661590598135,6.08871020486649,4.588656475848971,2.222201505732455,1.6058959507616448
53,5.30492563109455,4.915371450194435,4.674963618204593,4.0752465808333795,4.068231411713031,3.2680697080602403,3.252925407519332,4.693696164166771,5.067651594083932,4.69369616416677,5.394862595261449,5.5760959591066825,6.1344669208142095,6.096029026356128,6.084540324129433,4.442055720840046,2.1617737187785475,1.5675902567828592
54,4.391759971019682,2.8275639191688633,2.757160449348474,2.543286779881222,2.5404960152921525,2.3103504388354343,2.286146588748952,3.5612661019853653,4.044422338207084,3.5612661019853658,4.467184044901087,4.788717265662651,4.836385615221779,5.373101987816807,5.533012193118219,13.259600703575336,9.420379869161101,7.739708663628317
55,4.481064238288446,4.150469300037848,4.059487167826975,3.015867102950932,3.012570043737789,2.730591597017429,2.6256093137683862,3.7393007581468076,4.168820329348138,3.7393007581468076,4.5446499541493015,4.837914419934512,4.852992202525229,5.3499991501517945,5.507008510520885,9.039449293115059,6.536741623779487,5.430805933464037
56,4.823327692986803,5.130884243070135,4.863296498816522,3.7840793911242168,3.77222313018738,3.2835758476006145,3.090818475214048,4.179257008278939,4.556936058559639,4.179257008278938,4.887405227555253,5.127775275189278,5.26769554134383,5.595553446831567,5.698614491818916,5.133912385574501,3.3401710829989972,2.692516329952297
57,5.055260323241674,5.781872461123221,5.388155533838046,4.654405646684257,4.629984760859088,4.026016114393421,3.802617925309033,4.548941963039716,4.843448096377934,4.548941963039716,5.1011409630488735,5.297331439657378,5.295266000770398,5.653339963058031,5.751214782936821,2.9316986671252176,2.1691396638344815,1.7829376051838486
58,5.2549578798245955,6.434106559003892,5.937432335763815,5.468246441393882,5.4387828775004765,4.828665914741753,4.611138732389728,4.905382008960196,5.102844205879332,4.905382008960196,5.275623628183579,5.4288020786191815,5.199625285530663,5.645865247406962,5.754759951359031,1.0458616674514327,1.315991045756832,1.1585883907902228
59,5.40837374567037,6.912720007248561,6.323382623883347,5.999807641122327,5.969545772219256,5.401932066180489,5.203736838917567,5.185517463331635,5.304854213089747,5.185517463331634,5.409273869128096,5.526681782905368,5.167298087745704,5.633030274924557,5.748509352720989,-0.06463075516125331,0.7937453954218379,0.7869031123020913
60,5.542961172879311,7.287256483426794,6.678346582733656,6.420567847434638,6.385268324508804,5.852175813316844,5.695095795546257,5.430668969649919,5.482288081043016,5.430668969649919,5.527454803511976,5.612301849263649,5.166242143753581,5.624240637374031,5.742315617484281,-0.956198697006071,0.34998902972054846,0.4701451728432182
61,5.679964036865027,7.649733096507282,7.1275236334378205,6.901058137748317,6.85917376845321,6.352701482672324,6.217128271337845,5.682608318530026,5.663720834214568,5.6826083185300265,5.647194285438545,5.69852769703698,5.148088365722208,5.611780252347062,5.73333455985939,-1.957383631390874,-0.1296843051988449,0.12746087997420322
62,5.805061507194106,7.978349332244456,7.380305117547829,7.285710251638582,7.2461103263822615,6.753234076427855,6.6335166482997305,5.90454286760256,5.826959668406257,5.904542867602561,5.759074369109493,5.780035037237361,5.175569086905389,5.613605870616425,5.733110406068463,-2.6947354692348524,-0.5377410449120797,-0.17346229911130312
63,5.904257898717256,8.144367990900168,7.597742876407809,7.455595266754359,7.430454759004294,6.947119304058325,6.846407827933415,6.0650687495073345,5.9518240337373625,6.065068749507334,5.852734907438636,5.849896601551416,5.283729671081253,5.6404010653699395,5.74796916936547,-3.0093552369256935,-0.817811341131377,-0.39257712855352006
64,5.991020166159212,8.277110673536725,7.7782798564926345,7.61618025738178,7.592898679642955,7.126165765946852,7.015524898510466,6.199780795947771,6.059142424592134,6.199780795947772,5.936083849655951,5.913166156521587,5.384036693385076,5.6723869033641305,5.76718988845104,-3.2699753962970197,-1.0570502731726923,-0.5851575310619653
65,6.084469349302225,8.470723575976344,8.049237132685315,7.903873396046468,7.8739466554505375,7.418222528769714,7.290200642530668,6.355013494765837,6.1775626027736275,6.355013494765837,6.022293072280446,5.978077059620623,5.419826347001005,5.689572649795056,5.7785915164676185,-3.7840104392014986,-1.346273368950161,-0.8071703931827019
66,6.138876917571676,8.550159948638838,8.252635285270799,8.090578168984026,8.070115611355348,7.609209920305199,7.4263338720503045,6.437461487181115,6.2435802489304075,6.437461487181113,6.07393416546104,6.01921596744741,5.448589102311924,5.710406843740964,5.794851685964413,-3.702266473023282,-1.3610199210995428,-0.8400035937785261
67,5.773570598635434,5.77170779882816,5.35546274604541,4.6020062702143,4.573492821040587,3.828695818602302,3.4657935297234563,5.485044843361737,5.675831648021413,5.485044843361736,5.84277010209863,5.885272256480029,7.504296157000018,6.200495360835523,6.094712864938645,4.379369213513849,0.7758375465339723,0.45423655121493034
68,5.681148894799275,5.845995710911238,5.461475785764261,4.7331728190011795,4.713145114686719,4.014199024004315,3.6942513289793224,5.308777554095551,5.548331284298837,5.308777554095551,5.757940798226713,5.832940449656919,6.923303779211779,6.207104042357874,6.117549615014999,3.789990018920492,1.0543800315169862,0.6681005729236552
69,5.586188768395994,5.486528192843806,5.142901864551391,4.357511735008946,4.3376955529888495,3.698616120534038,3.436947406872762,5.120438443482397,5.416562447014328,5.120438443482396,5.675670950104767,5.780047421403614,6.803929480092031,6.230903456727137,6.143532395792899,4.416281994157326,1.456534824506935,0.9535258059793059
70,5.545671513113453,5.422887380879846,5.137022882330802,4.324024703648925,4.3130027631797745,3.6551270085684644,3.4448935910632557,5.050179150832147,5.362716029320901,5.050179150832146,5.636185797998561,5.754763494590653,6.655464710601037,6.222192445164975,6.146810959860405,4.2772207051059326,1.5613918342047153,1.0445951660323267
71,5.611808019149823,5.245238849228019,4.814627407808093,4.814627407808093,4.801675437951897,3.691501007974609,3.408646704393447,5.156548350578564,5.44586527117204,5.156548350578564,5.6990175766913325,5.801456873981575,6.904449996763681,6.2414868028041015,6.15704847679111,3.0170079455888748,0.9363421385818284,0.613777493374721
72,5.604665696979305,5.160228905636973,4.77047671920146,4.691309842929684,4.679946192024512,3.5872200367331772,3.4446427413881158,5.134822431271846,5.43303112194365,5.1348224312718465,5.6939637262814795,5.800819497020054,6.825002121155575,6.253105021291113,6.16860787209646,3.2225730694770576,1.066084091600063,0.7012419566285798
73,5.5776537158346615,5.103192582039995,4.756010269865351,4.538228040025773,4.527864467919407,3.4988361726637702,3.460160476698171,5.084752349014333,5.396224800834249,5.084752349014334,5.668763196176673,5.785001047263707,6.709344221330496,6.252774043339014,6.173777293693165,3.48041805541992,1.2511461688694987,0.8328884876558988
74,5.55732808286307,5.071204766907549,4.735896644071275,4.497152648849241,4.487257243687072,3.472670820687055,3.4515438450628357,5.049075301607508,5.36917194665584,5.049075301607508,5.64925651107313,5.772363667099907,6.64660675815218,6.249437720538753,6.175555387543975,3.5404056965594894,1.3301052472268702,0.8935425077345752
75,5.521287610081294,5.033032633599477,4.728848727703316,4.375871311571663,4.366918812689947,3.4372178402143048,3.429118749362571,4.9890750612056385,5.322626428139486,4.9890750612056385,5.614483874206606,5.74832896087193,6.549031373048706,6.239892687207574,6.174031493604376,3.8108343571161862,1.5278180380650963,1.0399533790350044
76,5.4889043022692645,4.973889492129874,4.685155071975845,4.311614526448329,4.303065087246687,3.408603110379116,3.4009203708262308,4.937729498075044,5.28169987677205,4.9377294980750435,5.58267395813193,5.725709359980367,6.4745386253238575,6.227618418188817,6.169718843188683,3.9569957685481594,1.6606112328095872,1.1432412881330525
77,5.462625407758335,5.048810491224778,4.76838327081496,4.289606567064677,4.281413406586921,3.405270318291919,3.3876243875694403,4.8987737049630375,5.249363351131423,4.8987737049630375,5.556129291528762,5.706353472474804,6.409923022356636,6.213484878094487,6.163343593818184,4.007839762187028,1.7434252376052113,1.2120199891336256
78,4.845419672672719,3.3448531395873546,3.249235432820402,3.0806072590759133,3.0768162232956096,2.7804050748706364,2.747508680516605,4.080018699644617,4.5344689622283045,4.080018699644616,4.932112941989031,5.2007919131806215,5.412528718772628,5.784207184333444,5.86711486413294,10.244881712089994,6.55124884245454,5.12296321721049
79,4.924083013098192,4.953514274276456,4.831884346723491,3.65688404023955,3.6525323744147595,3.29296486554146,3.1526412390653267,4.257278153985456,4.650314180966586,4.257278153985456,4.994220704575075,5.236961678391458,5.361915068905586,5.731163255164694,5.823609175816329,6.7452070780931175,4.499967402179843,3.582225796122308
80,5.213593243211747,6.146056212037578,5.888096457318351,4.99493849235827,4.983434251548153,4.533498200880263,4.347348551278442,4.798732654857265,5.036316380621904,4.7987326548572655,5.244202140665964,5.416195371885854,5.250116758436088,5.689671626474662,5.7960743631498035,2.226889805335415,2.1977102176841945,1.8741214991836033
81,5.436990364270916,6.8367432786125875,6.486438663856095,5.939835592459431,5.91806780798978,5.397480934259878,5.198192395860282,5.207578676322501,5.3314622945108985,5.207578676322501,5.439860460425743,5.557593872568079,5.216964956784721,5.6721422445289855,5.78372545062526,0.041767599816155965,1.0336205744179143,1.0062530409255204
82,5.592974033127647,7.256454219116652,6.858077378789951,6.422570737026119,6.3989421697516775,5.890505121823357,5.715708455845932,5.486993536229377,5.53614786610164,5.486993536229377,5.579157904739867,5.6579182240145105,5.258278616612823,5.671322273250358,5.779688581927382,-1.0201220978935768,0.4110746649741196,0.5431243103142906
83,5.727766085399312,7.595434431345561,7.129539149057736,6.794759252890143,6.7707894360578615,6.2896360629482215,6.1326837398911485,5.723295982534789,5.711464456002395,5.723295982534789,5.701111870286555,5.74639651899579,5.313908225178429,5.67892775803832,5.781328581989186,-1.8470483986670911,-0.10008879910955608,0.15760415365309596
84,5.868928102828375,7.966049819772605,7.46438500780773,7.245593646345818,7.216484544707026,6.748006836366843,6.618389120346911,5.973876142257779,5.895685283256304,5.973876142257779,5.827268281630012,5.838348468053595,5.3293631641686465,5.680660421002246,5.7810116528508875,-2.844677598951538,-0.647080991595392,-0.25306667103266534
85,5.99779618703255,8.253987882812797,7.814952992695522,7.625586401946623,7.590341966114349,7.128563638007013,7.014396971179067,6.19536509195866,6.06158241047936,6.195365091958661,5.9445225641849735,5.92489764595048,5.376333212738254,5.693680036411285,5.788212881421599,-3.5842733187617117,-1.097745035719206,-0.5981642070494507
86,6.108965784470583,8.50407935483133,7.993231124968021,7.908264800299146,7.874422991517022,7.418211579566089,7.315841943410691,6.378952306912497,6.2022662919801945,6.378952306912497,6.047666028914427,6.002336633031027,5.442062670414304,5.7163797509163565,5.802406974081859,-4.073145397574477,-1.4402733533812782,-0.8691979700311334
87,6.204834404891215,8.679883871577296,8.198115662196546,8.092472470809426,8.070295335669865,7.621961457867971,7.533100038538107,6.529799052559481,6.321197564690811,6.529799052559481,6.138671262805726,6.071847936548821,5.526498066580856,5.747543473051971,5.822498308406828,-4.4044847171969534,-1.7170484196834408,-1.094643224454625
88,6.288140020806249,8.812949026991792,8.362345359737896,8.252197205628914,8.23113799461333,7.794196761512898,7.694123967715798,6.654956781833862,6.422575777283512,6.654956781833862,6.219242398301958,6.134499156260805,5.615789595951925,5.783528014770055,5.846422535238098,-4.631446594612106,-1.941928041270555,-1.2839238031661306
89,6.37308226105487,8.983698956762748,8.5965764013185,8.503196464316567,8.475701248448415,8.04717998695999,7.9294860027639045,6.791745820761862,6.528632019914729,6.791745820761862,6.2984074441734865,6.195311108072172,5.654005638759819,5.80506906758511,5.861990196229616,-5.034479734020354,-2.183013396413752,-1.4749390081693696
90,6.414899894699148,9.059799108798467,8.784174892481715,8.678874767303137,8.659917242572833,8.228994283167333,8.059432694209923,6.857731442506782,6.580037584105785,6.857731442506782,6.337055458004915,6.2261711068058485,5.65603019080364,5.816379473503048,5.872304629505913,-4.878133628137518,-2.1136093731802212,-1.4364701379322595
91,5.957073117997062,5.9314903198911,5.502876152508544,4.774371687693993,4.7449756010324045,3.984315191748953,3.6105044226041656,5.735598435189511,5.890767818590288,5.735598435189511,6.02654102906597,6.032850603033374,7.860692447774856,6.31748362294243,6.174933387476461,4.488314082016288,0.6144865749094083,0.30008656485373914
